Process ID=1508,Messaging Broker Name=AISEmbeddedBroker,Broker Memory Limit=52428800,Broker Store Limit=1073741824
Time,CPU Usage,Threads,Handles,Private Bytes,Virtual Bytes,Available Bytes,Broker Memory Usage,Broker Store Usage,Total Messages Enqueued,Total Messages Dequeued,Number of Pending Messages,Number of Queues,Number of Topics,Total CPU Usage, Process - IO Read Operations/sec, Process - IO Write Operations/sec, System - File Read Operations/sec, System - File Write Operations/sec
2017-Feb-06 18:28:55.203,259.089,109,2012,1919406080,9193566208,20533493760,0,1,0,0,0,0,0,265.940,1084,16,1110,23
2017-Feb-06 18:29:05.222,238.692,109,2012,1934225408,9195663360,20427816960,0,1,0,0,0,0,0,254.729,1024,16,1087,34
2017-Feb-06 18:29:15.256,244.695,110,2016,1950150656,9230921728,20341919744,0,1,0,0,0,0,0,260.086,901,16,951,30
2017-Feb-06 18:29:25.276,255.197,110,2014,1968586752,9247698944,20234616832,0,1,0,0,0,0,0,266.407,1040,17,1074,18
2017-Feb-06 18:29:35.326,233.914,110,2015,1975427072,9265328128,20141596672,0,1,0,0,0,0,0,239.038,1054,16,1074,16
2017-Feb-06 18:29:45.345,196.341,110,2016,1980809216,9267425280,20068573184,0,1,0,0,0,0,0,237.602,809,16,914,64
2017-Feb-06 18:29:55.364,219.074,110,2014,1987948544,9267425280,19977682944,0,1,0,0,0,0,0,227.014,1001,16,1029,23
2017-Feb-06 18:30:05.383,223.434,110,2014,1996070912,9284005888,19890151424,0,1,0,0,0,0,0,237.135,938,14,2500,526
2017-Feb-06 18:30:15.403,225.769,110,2015,2002829312,9286103040,19818487808,0,1,0,0,0,0,0,237.913,764,16,1007,98
2017-Feb-06 18:30:25.422,229.973,109,2013,2011430912,9284005888,19745669120,0,1,0,0,0,0,0,235.889,835,16,866,30
2017-Feb-06 18:30:35.441,210.977,109,2013,2020143104,9300586496,19669557248,0,1,0,0,0,0,0,219.073,808,16,947,26
2017-Feb-06 18:30:45.460,226.236,109,2010,2032078848,9317167104,19600973824,0,1,0,0,0,0,0,233.242,871,16,1026,16
2017-Feb-06 18:30:55.479,235.267,109,2012,2041942016,9319264256,19559772160,0,1,0,0,0,0,0,243.674,772,16,798,23
2017-Feb-06 18:31:05.530,224.136,109,2012,2051751936,9335844864,19515064320,0,1,0,0,0,0,0,237.021,835,13,1366,14
2017-Feb-06 18:31:15.549,180.771,110,2015,2060251136,9337942016,19481280512,0,1,0,0,0,0,0,191.981,601,19,658,20
2017-Feb-06 18:31:25.568,206.306,110,2014,2072014848,9354522624,19437518848,0,1,0,0,0,0,0,214.558,789,13,848,14
2017-Feb-06 18:31:35.587,152.589,110,2014,2079395840,9356619776,19411824640,0,1,0,0,0,0,0,163.955,417,16,468,16
2017-Feb-06 18:31:45.606,153.990,107,2016,2085048320,9346985984,19385999360,0,1,0,0,0,0,0,167.536,504,28,557,39
2017-Feb-06 18:31:55.625,120.514,107,2017,2092027904,9363566592,19365122048,0,1,0,0,0,0,0,131.880,344,16,374,23
2017-Feb-06 18:32:05.645,104.477,107,2015,2099208192,9364811776,19348135936,0,1,0,0,0,0,0,113.818,264,16,290,17
2017-Feb-06 18:32:15.664,104.788,107,2017,2108026880,9381392384,19320811520,0,1,0,0,0,0,0,121.292,397,16,590,54
2017-Feb-06 18:32:25.683,118.334,106,2016,2118086656,9379295232,19294875648,0,1,0,0,0,0,0,129.856,401,17,420,17
2017-Feb-06 18:32:35.702,122.227,106,2015,2128637952,9395875840,19266490368,0,1,0,0,0,0,0,126.119,444,16,461,16
2017-Feb-06 18:32:45.721,140.600,106,2014,2140622848,9395875840,19236188160,0,1,0,0,0,0,0,151.498,477,16,501,17
2017-Feb-06 18:32:55.740,144.959,106,2010,2151948288,9416650752,19202949120,0,1,0,0,0,0,0,150.097,537,16,578,23
2017-Feb-06 18:33:05.759,140.600,106,2010,2163888128,9434279936,19171368960,0,1,0,0,0,0,0,146.827,518,16,547,16
2017-Feb-06 18:33:15.777,100.760,107,2013,2167894016,9436377088,19155705856,0,1,0,0,0,0,0,121.391,126,16,149,16
2017-Feb-06 18:33:25.783,119.569,107,2012,2175791104,9436377088,19140984832,0,1,0,0,0,0,0,126.409,265,16,287,17
2017-Feb-06 18:33:35.790,136.094,107,2013,2187182080,9452957696,19110604800,0,1,0,0,0,0,0,141.219,484,14,518,14
2017-Feb-06 18:33:45.797,138.900,107,2004,2198917120,9469538304,19081633792,0,1,0,0,0,0,0,145.272,445,17,473,18
2017-Feb-06 18:33:55.804,132.353,107,2004,2208804864,9473732608,19056066560,0,1,0,0,0,0,0,138.413,410,16,447,25
2017-Feb-06 18:34:05.811,125.493,107,2003,2218901504,9490313216,19020533760,0,1,0,0,0,0,0,143.557,358,16,479,28
2017-Feb-06 18:34:15.818,136.094,107,2005,2229493760,9492410368,18998665216,0,1,0,0,0,0,0,160.861,372,16,473,30
2017-Feb-06 18:34:25.825,131.261,106,2003,2240757760,9506893824,18973540352,0,1,0,0,0,0,0,168.968,345,17,482,17
2017-Feb-06 18:34:35.832,126.896,106,2001,2251374592,9527668736,18949611520,0,1,0,0,0,0,0,168.656,323,16,378,79
2017-Feb-06 18:34:45.839,139.835,106,2003,2262552576,9529765888,18912333824,0,1,0,0,0,0,0,191.104,416,16,1474,373
2017-Feb-06 18:34:55.846,132.664,106,2002,2276106240,9546346496,18890051584,0,1,0,0,0,0,0,141.375,467,16,509,23
2017-Feb-06 18:35:05.853,148.098,106,2000,2291195904,9562927104,18860814336,0,1,0,0,0,0,0,153.846,464,16,498,17
2017-Feb-06 18:35:15.860,125.649,107,2005,2301898752,9565024256,18830352384,0,1,0,0,0,0,0,142.466,350,16,1122,263
2017-Feb-06 18:35:25.867,134.691,107,2004,2316337152,9581604864,18808795136,0,1,0,0,0,0,0,138.413,382,17,403,17
2017-Feb-06 18:35:35.874,142.953,107,2004,2333589504,9599295488,18765389824,0,1,0,0,0,0,0,148.078,473,16,496,16
2017-Feb-06 18:35:45.881,140.303,107,2004,2348363776,9615876096,18742284288,0,1,0,0,0,0,0,148.702,434,17,492,26
2017-Feb-06 18:35:55.904,140.551,107,2004,2362355712,9624264704,18711048192,0,1,0,0,0,0,0,145.046,465,16,491,23
2017-Feb-06 18:36:05.926,136.193,107,2003,2376327168,9649233920,18679902208,0,1,0,0,0,0,0,145.824,428,17,934,18
2017-Feb-06 18:36:15.949,151.758,107,2004,2389913600,9665814528,18437320704,0,1,0,0,0,0,0,205.438,453,16,19497,39
2017-Feb-06 18:36:25.971,150.513,106,2002,2401656832,9664765952,18452701184,0,1,0,0,0,0,0,264.429,329,16,49511,39
2017-Feb-06 18:36:35.978,136.250,106,2003,2415411200,9681346560,18456612864,0,1,0,0,0,0,0,252.994,406,16,31475,23
2017-Feb-06 18:36:45.985,139.680,106,2002,2430353408,9714507776,18440278016,0,1,0,0,0,0,0,318.001,428,16,74181,59
2017-Feb-06 18:36:55.992,146.227,106,2001,2447216640,9732956160,18428178432,0,1,0,0,0,0,0,215.891,405,15,784,22
2017-Feb-06 18:37:05.999,130.326,106,2003,2458619904,9732956160,18400460800,0,1,0,0,0,0,0,199.211,274,16,297,16
2017-Feb-06 18:37:16.022,154.404,107,2004,2472677376,9760575488,18365440000,0,1,0,0,0,0,0,219.914,398,16,441,17
2017-Feb-06 18:37:26.029,157.295,107,2004,2488676352,9777156096,18342977536,0,1,0,0,0,0,0,217.450,479,17,506,17
2017-Feb-06 18:37:36.036,136.250,107,2005,2501582848,9793736704,18312146944,0,1,0,0,0,0,0,213.553,380,16,404,17
2017-Feb-06 18:37:46.043,145.915,107,2005,2515521536,9810317312,18276843520,0,1,0,0,0,0,0,201.393,420,16,466,17
2017-Feb-06 18:37:56.050,136.718,107,2005,2528120832,9810317312,18250645504,0,1,0,0,0,0,0,212.773,371,16,400,23
2017-Feb-06 18:38:06.057,142.953,107,2005,2542714880,9826897920,18215219200,0,1,0,0,0,0,0,200.770,404,16,438,17
2017-Feb-06 18:38:16.063,142.340,107,2004,2556379136,9843478528,18179657728,0,1,0,0,0,0,0,197.948,422,16,452,17
2017-Feb-06 18:38:26.081,147.152,106,2002,2572210176,9861107712,18144657408,0,1,0,0,0,0,0,209.248,537,17,572,17
2017-Feb-06 18:38:36.100,161.166,106,2003,2586161152,9861107712,18107760640,0,1,0,0,0,0,0,226.376,483,17,513,17
2017-Feb-06 18:38:46.102,149.877,106,2003,2601353216,9877688320,18077409280,0,1,0,0,0,0,0,210.665,453,16,483,17
2017-Feb-06 18:38:56.105,146.134,106,2003,2609434624,9894268928,18042884096,0,1,0,0,0,0,0,207.546,476,16,532,24
2017-Feb-06 18:39:06.123,143.726,106,2002,2625060864,9910849536,17997512704,0,1,0,0,0,0,0,219.058,497,16,805,25
2017-Feb-06 18:39:16.126,140.363,107,2005,2636824576,9933721600,17957699584,0,1,0,0,0,0,0,294.728,336,16,983,324
2017-Feb-06 18:39:26.144,154.626,107,2003,2651090944,9933721600,17938984960,0,1,0,0,0,0,0,224.352,462,17,523,24
2017-Feb-06 18:39:36.147,154.400,107,2005,2666917888,9950302208,17900797952,0,1,0,0,0,0,0,226.885,449,14,692,70
2017-Feb-06 18:39:46.149,147.849,107,2004,2686431232,9967710208,17860984832,0,1,0,0,0,0,0,224.234,424,13,502,34
2017-Feb-06 18:39:56.183,144.280,107,2004,2698641408,9984290816,17837465600,0,1,0,0,0,0,0,221.982,374,19,466,56
2017-Feb-06 18:40:06.186,151.436,107,2005,2712289280,10002968576,17803665408,0,1,0,0,0,0,0,219.087,403,14,433,14
2017-Feb-06 18:40:16.189,159.858,107,2005,2727837696,10019549184,17767034880,0,1,0,0,0,0,0,232.968,501,17,2140,545
2017-Feb-06 18:40:26.191,167.032,106,2003,2743939072,10034032640,17730859008,0,1,0,0,0,0,0,254.958,502,17,1042,17
2017-Feb-06 18:40:36.194,157.051,106,2003,2757779456,10050613248,17692360704,0,1,0,0,0,0,0,258.701,388,16,449,25
2017-Feb-06 18:40:46.197,148.161,106,2003,2770817024,10067193856,17660329984,0,1,0,0,0,0,0,256.206,350,17,875,20
2017-Feb-06 18:40:56.215,143.882,106,2001,2783596544,10083774464,17628631040,0,1,0,0,0,0,0,238.522,407,16,504,37
2017-Feb-06 18:41:06.233,145.750,106,2003,2795929600,10083774464,17610887168,0,1,0,0,0,0,0,170.786,346,16,859,27
2017-Feb-06 18:41:16.236,147.849,107,2005,2807812096,10102452224,17578037248,0,1,0,0,0,0,0,176.043,403,16,881,16
2017-Feb-06 18:41:26.239,145.510,107,2005,2823364608,10119032832,17581637632,0,1,0,0,0,0,0,164.190,463,17,1003,17
2017-Feb-06 18:41:36.241,142.235,107,2006,2834571264,10119032832,17544843264,0,1,0,0,0,0,0,171.208,426,17,516,18
2017-Feb-06 18:41:46.244,156.427,107,2005,2847617024,10135613440,17534001152,0,1,0,0,0,0,0,177.602,464,17,575,17
2017-Feb-06 18:41:56.262,152.291,107,2001,2861228032,10152259584,17504194560,0,1,0,0,0,0,0,166.893,453,15,526,23
2017-Feb-06 18:42:06.265,161.262,107,2004,2877399040,10168774656,17460400128,0,1,0,0,0,0,0,169.804,563,15,735,15
2017-Feb-06 18:42:16.268,143.327,107,2005,2890366976,10168774656,17430532096,0,1,0,0,0,0,0,158.731,392,17,551,17
2017-Feb-06 18:42:26.270,146.758,106,2002,2904465408,10183258112,17380040704,0,1,0,0,0,0,0,183.217,483,17,6228,18
2017-Feb-06 18:42:36.289,144.193,106,2002,2920308736,10204033024,17347297280,0,1,0,0,0,0,0,169.851,514,16,1660,19
2017-Feb-06 18:42:46.354,153.442,106,2003,2934943744,10220613632,17332400128,0,1,0,0,0,0,0,163.482,502,16,530,22
2017-Feb-06 18:42:56.372,137.498,106,2002,2949722112,10253774848,17309655040,0,1,0,0,0,0,0,146.650,456,16,482,23
2017-Feb-06 18:43:06.390,158.052,106,2003,2969522176,10256572416,17272229888,0,1,0,0,0,0,0,165.180,545,17,594,17
2017-Feb-06 18:43:16.393,130.542,106,2005,2981355520,10272038912,17238159360,0,1,0,0,0,0,0,142.347,562,20,581,21
2017-Feb-06 18:43:26.394,90.939,106,2005,2985066496,10272038912,17214242816,0,1,0,0,0,0,0,96.299,418,16,435,16
2017-Feb-06 18:43:36.410,85.969,106,2006,2987028480,10272038912,17203499008,0,1,0,0,0,0,0,96.305,329,16,346,16
2017-Feb-06 18:43:46.427,76.625,106,2005,2990440448,10288619520,17188761600,0,1,0,0,0,0,0,81.976,361,16,381,17
2017-Feb-06 18:43:56.444,76.469,106,2006,2991980544,10288619520,17178112000,0,1,0,0,0,0,0,84.935,326,15,351,22
2017-Feb-06 18:44:06.445,78.772,106,2004,2993926144,10288619520,17148895232,0,1,0,0,0,0,0,87.252,398,16,453,21
2017-Feb-06 18:44:16.446,73.001,106,2006,2996281344,10288619520,17124974592,0,1,0,0,0,0,0,106.126,375,16,565,33
2017-Feb-06 18:44:26.463,77.871,105,2002,2998349824,10286522368,17125593088,0,1,0,0,0,0,0,82.599,444,16,499,17
2017-Feb-06 18:44:36.479,77.559,105,2002,3000250368,10286522368,17108783104,0,1,0,0,0,0,0,83.067,373,15,422,15
2017-Feb-06 18:44:46.543,73.168,105,2001,3002560512,10286522368,17074704384,0,1,0,0,0,0,0,99.887,389,16,569,21
2017-Feb-06 18:44:56.544,84.387,105,2002,3005566976,10286522368,17058603008,0,1,0,0,0,0,0,123.908,381,15,534,75
2017-Feb-06 18:45:06.560,79.895,105,2002,3007594496,10286522368,17048625152,0,1,0,0,0,0,0,85.247,382,16,435,16
2017-Feb-06 18:45:16.577,71.641,106,2004,3010113536,10309394432,17028743168,0,1,0,0,0,0,0,87.272,352,16,2134,590
2017-Feb-06 18:45:26.591,65.896,106,2001,3011375104,10309394432,17026301952,0,1,0,0,0,0,0,75.662,203,16,250,16
2017-Feb-06 18:45:36.589,74.582,106,2001,3012816896,10310443008,17013026816,0,1,0,0,0,0,0,86.069,249,15,294,16
2017-Feb-06 18:45:46.588,78.483,106,1999,3014942720,10310443008,16997478400,0,1,0,0,0,0,0,85.445,373,16,418,16
2017-Feb-06 18:45:56.601,82.878,106,2001,3017363456,10310443008,16980742144,0,1,0,0,0,0,0,88.116,383,15,439,23
2017-Feb-06 18:46:06.615,89.889,106,2000,3019550720,10310443008,16962498560,0,1,0,0,0,0,0,101.202,405,16,927,28
2017-Feb-06 18:46:16.629,77.114,106,2001,3022360576,10310443008,16946991104,0,1,0,0,0,0,0,88.272,376,16,393,16
2017-Feb-06 18:46:26.627,80.667,105,2000,3024945152,10308345856,16928595968,0,1,0,0,0,0,0,86.069,409,16,440,18
2017-Feb-06 18:46:36.641,73.375,105,1995,3027841024,10308280320,16911532032,0,1,0,0,0,0,0,78.613,369,12,385,11
2017-Feb-06 18:46:46.655,84.592,105,2000,3029811200,10327023616,16898428928,0,1,0,0,0,0,0,94.036,315,14,333,16
2017-Feb-06 18:46:56.653,81.135,105,1999,3033272320,10327023616,16877957120,0,1,0,0,0,0,0,88.254,401,15,431,22
2017-Feb-06 18:47:06.667,78.516,105,2000,3035541504,10327023616,16861810688,0,1,0,0,0,0,0,82.040,361,16,397,16
2017-Feb-06 18:47:16.680,71.350,106,2001,3037937664,10329120768,16844787712,0,1,0,0,0,0,0,79.859,343,16,394,16
2017-Feb-06 18:47:26.679,96.270,106,2001,3041718272,10329120768,16827322368,0,1,0,0,0,0,0,105.261,381,16,430,16
2017-Feb-06 18:47:36.677,78.327,106,2002,3043733504,10329120768,16811347968,0,1,0,0,0,0,0,83.573,377,15,422,15
2017-Feb-06 18:47:46.691,80.230,106,2002,3045875712,10337509376,16795357184,0,1,0,0,0,0,0,84.377,350,16,402,16
2017-Feb-06 18:47:56.689,76.922,106,2000,3048009728,10337509376,16779878400,0,1,0,0,0,0,0,82.949,336,15,385,23
2017-Feb-06 18:48:06.687,83.944,106,2001,3050496000,10354089984,16768004096,0,1,0,0,0,0,0,89.190,394,16,427,16
2017-Feb-06 18:48:16.685,94.710,106,2000,3054448640,10358284288,16748527616,0,1,0,0,0,0,0,100.424,448,16,467,17
2017-Feb-06 18:48:26.699,88.642,105,2000,3056877568,10356187136,16728047616,0,1,0,0,0,0,0,95.126,466,16,484,16
2017-Feb-06 18:48:36.697,86.596,105,2000,3059609600,10356187136,16706543616,0,1,0,0,0,0,0,90.126,432,15,454,15
2017-Feb-06 18:48:46.711,103.130,105,1999,3062738944,10356187136,16684462080,0,1,0,0,0,0,0,106.966,467,16,487,16
2017-Feb-06 18:48:56.709,80.823,105,1998,3065757696,10356187136,16666267648,0,1,0,0,0,0,0,86.381,468,15,507,25
2017-Feb-06 18:49:06.707,93.462,105,1999,3068452864,10372767744,16641675264,0,1,0,0,0,0,0,106.197,411,16,482,21
2017-Feb-06 18:49:16.721,71.662,105,1998,3071172608,10372767744,16615833600,0,1,0,0,0,0,0,87.804,352,16,453,26
2017-Feb-06 18:49:26.719,95.490,106,2001,3073511424,10374864896,16610385920,0,1,0,0,0,0,0,105.729,439,16,500,16
2017-Feb-06 18:49:36.718,90.653,106,2002,3076640768,10374864896,16590438400,0,1,0,0,0,0,0,95.743,463,15,527,15
2017-Feb-06 18:49:46.716,102.823,106,2000,3079671808,10374864896,16566390784,0,1,0,0,0,0,0,108.381,500,16,558,16
2017-Feb-06 18:49:56.730,89.421,106,2002,3082649600,10374864896,16536403968,0,1,0,0,0,0,0,131.736,505,15,1566,378
2017-Feb-06 18:50:06.728,101.575,106,2000,3085586432,10374864896,16521506816,0,1,0,0,0,0,0,105.885,489,16,512,16
2017-Feb-06 18:50:16.726,83.632,106,2001,3088609280,10408026112,16502276096,0,1,0,0,0,0,0,88.098,403,16,437,16
2017-Feb-06 18:50:26.741,89.880,105,1998,3092291584,10405928960,16479100928,0,1,0,0,0,0,0,101.388,474,16,1175,230
2017-Feb-06 18:50:36.756,89.723,105,1998,3097083904,10405928960,16456994816,0,1,0,0,0,0,0,95.938,509,16,528,16
2017-Feb-06 18:50:46.770,98.758,105,2000,3099660288,10405928960,16433528832,0,1,0,0,0,0,0,102.948,498,15,517,15
2017-Feb-06 18:50:56.770,85.963,105,2000,3103178752,10405928960,16411389952,0,1,0,0,0,0,0,90.784,460,16,485,22
2017-Feb-06 18:51:06.785,82.558,105,1999,3105533952,10422509568,16393302016,0,1,0,0,0,0,0,96.873,400,15,900,23
2017-Feb-06 18:51:16.799,83.960,105,1998,3108364288,10422509568,16376881152,0,1,0,0,0,0,0,91.110,377,16,429,16
2017-Feb-06 18:51:26.814,85.517,106,2002,3110678528,10424606720,16356151296,0,1,0,0,0,0,0,94.692,439,16,465,16
2017-Feb-06 18:51:36.814,90.331,106,2001,3113861120,10424606720,16335065088,0,1,0,0,0,0,0,95.464,491,16,508,16
2017-Feb-06 18:51:46.813,78.162,106,2002,3116994560,10424606720,16314687488,0,1,0,0,0,0,0,82.671,436,16,454,16
2017-Feb-06 18:51:56.828,91.125,106,2000,3119046656,10424606720,16296079360,0,1,0,0,0,0,0,97.652,436,14,461,21
2017-Feb-06 18:52:06.827,78.162,106,2000,3121651712,10426703872,16278847488,0,1,0,0,0,0,0,82.671,393,15,413,16
2017-Feb-06 18:52:16.842,76.638,106,2002,3124776960,10443284480,16257859584,0,1,0,0,0,0,0,82.542,394,16,418,17
2017-Feb-06 18:52:26.857,81.156,105,2000,3127898112,10441187328,16239165440,0,1,0,0,0,0,0,89.708,385,15,421,15
2017-Feb-06 18:52:36.872,88.944,105,2000,3129847808,10441187328,16225992704,0,1,0,0,0,0,0,95.627,332,16,375,16
2017-Feb-06 18:52:46.887,67.448,105,1998,3132940288,10441187328,16210808832,0,1,0,0,0,0,0,75.688,339,15,400,16
2017-Feb-06 18:52:56.886,74.730,105,1998,3135045632,10441187328,16196530176,0,1,0,0,0,0,0,80.487,315,13,354,20
2017-Feb-06 18:53:06.901,89.256,105,2000,3138183168,10441187328,16432209920,0,1,0,0,0,0,0,187.219,352,19,3464,434
2017-Feb-06 18:53:16.916,96.888,105,2000,3140460544,10441187328,16418054144,0,1,0,0,0,0,0,216.660,411,13,642,5239
2017-Feb-06 18:53:26.931,86.763,106,2002,3143770112,10459865088,16385900544,0,1,0,0,0,0,0,193.917,472,15,492,15
2017-Feb-06 18:53:36.945,93.462,106,2001,3146932224,10459865088,16352186368,0,1,0,0,0,0,0,198.590,439,16,460,17
2017-Feb-06 18:53:46.945,89.863,106,2002,3149537280,10459865088,16321884160,0,1,0,0,0,0,0,192.816,385,15,405,16
2017-Feb-06 18:53:56.960,87.854,106,2001,3152711680,10459865088,16283799552,0,1,0,0,0,0,0,193.450,441,16,476,27
2017-Feb-06 18:54:06.959,82.686,106,2002,3155763200,10459865088,16299765760,0,1,0,0,0,0,0,187.823,422,15,8010,427
2017-Feb-06 18:54:16.974,87.542,106,2002,3158298624,10459865088,16259710976,0,1,0,0,0,0,0,167.281,420,16,804,174
2017-Feb-06 18:54:26.973,90.331,105,1999,3162210304,10474348544,16214814720,0,1,0,0,0,0,0,204.205,474,16,1017,183
2017-Feb-06 18:54:36.988,85.985,105,1999,3165483008,10474348544,16191217664,0,1,0,0,0,0,0,131.142,438,16,587,26
2017-Feb-06 18:54:47.003,90.969,105,1999,3169456128,10474348544,16167534592,0,1,0,0,0,0,0,194.229,445,16,467,16
2017-Feb-06 18:54:57.018,73.056,105,1999,3171323904,10474348544,16018505728,0,1,0,0,0,0,0,188.465,367,16,638,82
2017-Feb-06 18:55:07.017,92.047,105,2000,3174678528,10474348544,15821398016,0,1,0,0,0,0,0,218.870,512,15,773,46
2017-Feb-06 18:55:17.032,84.583,105,2000,3178070016,10474348544,16027484160,0,1,0,0,0,0,0,153.573,399,16,530,56
2017-Feb-06 18:55:27.047,82.866,106,2000,3181203456,10493026304,16016244736,0,1,0,0,0,0,0,116.512,444,15,3029,926
2017-Feb-06 18:55:37.047,91.263,106,2002,3184594944,10493026304,15998836736,0,1,0,0,0,0,0,151.328,473,16,634,103
2017-Feb-06 18:55:47.047,75.663,106,2001,3187834880,10493026304,16001253376,0,1,0,0,0,0,0,80.345,446,15,465,17
2017-Feb-06 18:55:57.062,102.180,106,2000,3191463936,10493026304,15984926720,0,1,0,0,0,0,0,106.544,410,16,439,25
2017-Feb-06 18:56:07.062,74.258,106,2002,3193778176,10493026304,15967473664,0,1,0,0,0,0,0,80.813,343,15,844,19
2017-Feb-06 18:56:17.061,97.191,106,2002,3196813312,10493026304,15948869632,0,1,0,0,0,0,0,102.186,472,16,493,17
2017-Feb-06 18:56:27.077,88.006,105,2000,3199791104,10490929152,15930626048,0,1,0,0,0,0,0,95.796,449,15,468,16
2017-Feb-06 18:56:37.092,92.679,105,2000,3203989504,10507509760,15911927808,0,1,0,0,0,0,0,98.912,423,16,516,83
2017-Feb-06 18:56:47.123,91.135,105,1996,3208097792,10507444224,15889559552,0,1,0,0,0,0,0,95.336,483,14,611,14
2017-Feb-06 18:56:57.123,89.703,105,2000,3211386880,10511704064,15875760128,0,1,0,0,0,0,0,93.450,415,15,579,25
2017-Feb-06 18:57:07.138,88.006,105,2000,3214905344,10511704064,15858114560,0,1,0,0,0,0,0,92.681,413,16,431,16
2017-Feb-06 18:57:17.138,79.563,105,2000,3218161664,10511704064,15840456704,0,1,0,0,0,0,0,83.777,408,16,468,16
2017-Feb-06 18:57:27.137,83.931,106,2001,3221229568,10530381824,15809982464,0,1,0,0,0,0,0,98.130,407,16,489,17
2017-Feb-06 18:57:37.137,89.547,106,2000,3225096192,10530381824,15785607168,0,1,0,0,0,0,0,99.066,469,16,1741,17
2017-Feb-06 18:57:47.152,97.819,106,1999,3228700672,10530381824,15763800064,0,1,0,0,0,0,0,108.725,506,16,561,21
2017-Feb-06 18:57:57.168,89.563,106,2001,3234471936,10530381824,15740461056,0,1,0,0,0,0,0,104.363,409,16,466,37
2017-Feb-06 18:58:07.199,97.511,106,2002,3237699584,10530381824,15721009152,0,1,0,0,0,0,0,102.024,446,16,471,16
2017-Feb-06 18:58:17.198,88.611,106,2000,3240878080,10546962432,15705948160,0,1,0,0,0,0,0,94.854,369,16,527,22
2017-Feb-06 18:58:27.198,82.215,105,1999,3244695552,10545913856,15685840896,0,1,0,0,0,0,0,109.986,380,15,471,111
2017-Feb-06 18:58:37.198,88.611,105,2000,3248431104,10545913856,15670075392,0,1,0,0,0,0,0,96.414,382,16,398,16
2017-Feb-06 18:58:47.213,85.046,105,2000,3251535872,10545913856,15655907328,0,1,0,0,0,0,0,92.837,355,15,374,16
2017-Feb-06 18:58:57.229,70.560,105,2000,3253940224,10545913856,15645585408,0,1,0,0,0,0,0,81.466,355,16,400,25
2017-Feb-06 18:59:07.228,93.759,105,1998,3260579840,10562494464,15622467584,0,1,0,0,0,0,0,103.434,398,15,441,21
2017-Feb-06 18:59:17.244,69.937,105,1999,3263508480,10562494464,15613415424,0,1,0,0,0,0,0,77.261,311,16,353,25
2017-Feb-06 18:59:27.243,87.363,106,2002,3267104768,10564591616,15590834176,0,1,0,0,0,0,0,102.030,365,15,408,23
2017-Feb-06 18:59:37.259,79.595,106,2000,3271159808,10564591616,15578664960,0,1,0,0,0,0,0,84.114,408,16,426,16
2017-Feb-06 18:59:47.258,87.519,106,2002,3274240000,10564591616,15558164480,0,1,0,0,0,0,0,93.918,412,16,446,16
2017-Feb-06 18:59:57.258,77.223,106,2002,3277656064,10564591616,15542013952,0,1,0,0,0,0,0,83.153,326,13,363,22
2017-Feb-06 19:00:07.258,76.131,106,2002,3280543744,10581172224,15520043008,0,1,0,0,0,0,0,124.339,333,16,2255,665
2017-Feb-06 19:00:17.258,85.647,106,2002,3283283968,10581172224,15511252992,0,1,0,0,0,0,0,90.642,341,16,362,17
2017-Feb-06 19:00:27.273,88.005,105,2000,3286921216,10583269376,15495495680,0,1,0,0,0,0,0,95.642,411,15,435,16
2017-Feb-06 19:00:37.288,97.662,105,1999,3290054656,10583269376,15477002240,0,1,0,0,0,0,0,102.652,448,16,466,16
2017-Feb-06 19:00:47.304,75.700,105,2000,3293609984,10583269376,15459430400,0,1,0,0,0,0,0,80.066,380,15,399,16
2017-Feb-06 19:00:57.319,83.955,105,2000,3297697792,10583269376,15438159872,0,1,0,0,0,0,0,88.010,478,16,508,25
2017-Feb-06 19:01:07.319,83.150,105,1998,3300798464,10599849984,15419129856,0,1,0,0,0,0,0,89.552,416,16,920,17
2017-Feb-06 19:01:17.334,81.930,105,1998,3304128512,10599849984,15401058304,0,1,0,0,0,0,0,93.929,355,16,374,16
2017-Feb-06 19:01:27.350,88.472,106,2002,3308384256,10610335744,15379652608,0,1,0,0,0,0,0,96.733,421,15,439,15
2017-Feb-06 19:01:37.365,78.659,106,2001,3312246784,10610335744,15361191936,0,1,0,0,0,0,0,83.960,412,16,431,16
2017-Feb-06 19:01:47.381,85.669,106,2001,3316563968,10610335744,15342792704,0,1,0,0,0,0,0,91.437,351,15,369,15
2017-Feb-06 19:01:57.380,89.234,106,1999,3320397824,10626916352,15325659136,0,1,0,0,0,0,0,96.572,426,16,462,41
2017-Feb-06 19:02:07.396,81.463,106,2002,3322863616,10626916352,15309467648,0,1,0,0,0,0,0,90.814,306,15,327,16
2017-Feb-06 19:02:17.411,73.831,106,2002,3324096512,10626916352,15303168000,0,1,0,0,0,0,0,91.904,169,14,197,14
2017-Feb-06 19:02:27.426,79.289,105,2000,3327082496,10624819200,15288799232,0,1,0,0,0,0,0,86.895,308,16,328,16
2017-Feb-06 19:02:37.424,70.055,105,2000,3330269184,10624819200,15276367872,0,1,0,0,0,0,0,74.999,319,16,344,16
2017-Feb-06 19:02:47.423,77.232,105,2000,3333750784,10624819200,15258120192,0,1,0,0,0,0,0,82.333,364,16,383,16
2017-Feb-06 19:02:57.437,93.158,105,2000,3337207808,10641399808,15240888320,0,1,0,0,0,0,0,100.119,403,16,472,25
